time,mu,stable_1
2.0400000000000063,-1.0,0
2.049999999999997,-1.0,0
2.0600000000000023,-1.0,0
2.0700000000000074,-1.0,0
2.0799999999999983,-1.0,0
2.0900000000000034,-1.0,0
2.1000000000000085,-1.0,0
2.1099999999999994,-1.0,0
2.1200000000000045,-1.0,0
2.1299999999999955,-1.0,0
2.1400000000000006,-1.0,0
2.1500000000000057,-1.0,0
2.1599999999999966,-1.0,0
2.1700000000000017,-1.0,0
2.180000000000007,-1.0,0
2.1899999999999977,-1.0,0
2.200000000000003,-1.0,0
2.210000000000008,-1.0,0
2.219999999999999,-1.0,0
2.230000000000004,-1.0,0
2.240000000000009,-1.0,0
2.25,-1.0,0
2.260000000000005,-1.0,0
2.269999999999996,-1.0,0
2.280000000000001,-1.0,0
2.2900000000000063,-1.0,0
2.299999999999997,-1.0,0
2.3100000000000023,-1.0,0
2.3200000000000074,-1.0,0
2.3299999999999983,-1.0,0
2.3400000000000034,-1.0,0
2.3500000000000085,-1.0,0
2.3599999999999994,-1.0,0
2.3700000000000045,-1.0,0
2.3799999999999955,-1.0,0
2.3900000000000006,-1.0,0
2.4000000000000057,-1.0,0
2.4099999999999966,-1.0,0
2.4200000000000017,-1.0,0
2.430000000000007,-1.0,0
2.4399999999999977,-1.0,0
2.450000000000003,-1.0,0
2.460000000000008,-1.0,0
2.469999999999999,-1.0,0
2.480000000000004,-1.0,0
2.490000000000009,-1.0,0
2.5,-1.0,0
2.510000000000005,-1.0,0
2.519999999999996,-1.0,0
2.530000000000001,-1.0,0
2.5400000000000063,-1.0,0
2.549999999999997,-1.0,0
2.5600000000000023,-1.0,0
2.5700000000000074,-1.0,0
2.5799999999999983,-1.0,0
2.5900000000000034,-1.0,0
2.6000000000000085,-1.0,0
2.6099999999999994,-1.0,0
2.6200000000000045,-1.0,0
2.6299999999999955,-1.0,0
2.6400000000000006,-1.0,0
2.6500000000000057,-1.0,0
2.6599999999999966,-1.0,0
2.6700000000000017,-1.0,0
2.680000000000007,-1.0,0
2.6899999999999977,-1.0,0
2.700000000000003,-1.0,0
2.710000000000008,-1.0,0
2.719999999999999,-1.0,0
2.730000000000004,-1.0,0
2.740000000000009,-1.0,0
2.75,-1.0,0
2.760000000000005,-1.0,0
2.769999999999996,-1.0,0
2.780000000000001,-1.0,0
2.7900000000000063,-1.0,0
2.799999999999997,-1.0,0
2.8100000000000023,-1.0,0
2.8200000000000074,-1.0,0
2.8299999999999983,-1.0,0
2.8400000000000034,-1.0,0
2.8500000000000085,-1.0,0
2.8599999999999994,-1.0,0
2.8700000000000045,-1.0,0
2.8799999999999955,-1.0,0
2.8900000000000006,-1.0,0
2.9000000000000057,-1.0,0
2.9099999999999966,-1.0,0
2.9200000000000017,-1.0,0
2.930000000000007,-1.0,0
2.9399999999999977,-1.0,0
2.950000000000003,-1.0,0
2.960000000000008,-1.0,0
2.969999999999999,-1.0,0
2.980000000000004,-1.0,0
2.990000000000009,-1.0,0
3.0,-1.0,0
3.010000000000005,-1.0,0
3.019999999999996,-1.0,0
3.030000000000001,-1.0,0
3.0400000000000063,-1.0,0
3.049999999999997,-1.0,0
3.0600000000000023,-1.0,0
3.0700000000000074,-1.0,0
3.0799999999999983,-1.0,0
3.0900000000000034,-1.0,0
3.1000000000000085,-1.0,0
3.1099999999999994,-1.0,0
3.1200000000000045,-1.0,0
3.1299999999999955,-1.0,0
3.1400000000000006,-1.0,0
3.1500000000000057,-1.0,0
3.1599999999999966,-1.0,0
3.1700000000000017,-1.0,0
3.180000000000007,-1.0,0
3.1899999999999977,-1.0,0
3.200000000000003,-1.0,0
3.210000000000008,-1.0,0
3.219999999999999,-1.0,0
3.230000000000004,-1.0,0
3.240000000000009,-1.0,0
3.25,-1.0,0
3.260000000000005,-1.0,0
3.269999999999996,-1.0,0
3.280000000000001,-1.0,0
3.2900000000000063,-1.0,0
3.299999999999997,-1.0,0
3.3100000000000023,-1.0,0
3.3200000000000074,-1.0,0
3.3299999999999983,-1.0,0
3.3400000000000034,-1.0,0
3.3500000000000085,-1.0,0
3.3599999999999994,-1.0,0
3.3700000000000045,-1.0,0
3.3799999999999955,-1.0,0
3.3900000000000006,-1.0,0
3.4000000000000057,-1.0,0
3.4099999999999966,-1.0,0
3.4200000000000017,-1.0,0
3.430000000000007,-1.0,0
3.4399999999999977,-1.0,0
3.450000000000003,-1.0,0
3.460000000000008,-1.0,0
3.469999999999999,-1.0,0
3.480000000000004,-1.0,0
3.490000000000009,-1.0,0
3.5,-1.0,0
3.510000000000005,-1.0,0
3.519999999999996,-1.0,0
3.530000000000001,-1.0,0
3.5400000000000063,-1.0,0
3.549999999999997,-1.0,0
3.5600000000000023,-1.0,0
3.5700000000000074,-1.0,0
3.5799999999999983,-1.0,0
3.5900000000000034,-1.0,0
3.6000000000000085,-1.0,0
3.6099999999999994,-1.0,0
3.6200000000000045,-1.0,0
3.6299999999999955,-1.0,0
3.6400000000000006,-1.0,0
3.6500000000000057,-1.0,0
3.6599999999999966,-1.0,0
3.6700000000000017,-1.0,0
3.680000000000007,-1.0,0
3.6899999999999977,-1.0,0
3.700000000000003,-1.0,0
3.710000000000008,-1.0,0
3.719999999999999,-1.0,0
3.730000000000004,-1.0,0
3.740000000000009,-1.0,0
3.75,-1.0,0
3.760000000000005,-1.0,0
3.769999999999996,-1.0,0
3.780000000000001,-1.0,0
3.7900000000000063,-1.0,0
3.799999999999997,-1.0,0
3.8100000000000023,-1.0,0
3.8200000000000074,-1.0,0
3.8299999999999983,-1.0,0
3.8400000000000034,-1.0,0
3.8500000000000085,-1.0,0
3.8599999999999994,-1.0,0
3.8700000000000045,-1.0,0
3.8799999999999955,-1.0,0
3.8900000000000006,-1.0,0
3.9000000000000057,-1.0,0
3.9099999999999966,-1.0,0
3.9200000000000017,-1.0,0
3.930000000000007,-1.0,0
3.9399999999999977,-1.0,0
3.950000000000003,-1.0,0
3.960000000000008,-1.0,0
3.969999999999999,-1.0,0
3.980000000000004,-1.0,0
3.990000000000009,-1.0,0
4.0,-1.0,0
4.010000000000005,-1.0,0
4.019999999999996,-1.0,0
4.030000000000001,-1.0,0
4.040000000000006,-1.0,0
4.049999999999997,-1.0,0
4.060000000000002,-1.0,0
4.070000000000007,-1.0,0
4.079999999999998,-1.0,0
4.090000000000003,-1.0,0
4.1000000000000085,-1.0,0
4.109999999999999,-1.0,0
4.1200000000000045,-1.0,0
4.1299999999999955,-1.0,0
4.140000000000001,-1.0,0
4.150000000000006,-1.0,0
4.159999999999997,-1.0,0
4.170000000000002,-1.0,0
4.180000000000007,-1.0,0
4.189999999999998,-1.0,0
4.200000000000003,-1.0,0
4.210000000000008,-1.0,0
4.219999999999999,-1.0,0
4.230000000000004,-1.0,0
4.240000000000009,-1.0,0
4.25,-1.0,0
4.260000000000005,-1.0,0
4.269999999999996,-1.0,0
4.280000000000001,-1.0,0
4.290000000000006,-1.0,0
4.299999999999997,-1.0,0
4.310000000000002,-1.0,0
4.320000000000007,-1.0,0
4.329999999999998,-1.0,0
4.340000000000003,-1.0,0
4.3500000000000085,-1.0,0
4.359999999999999,-1.0,0
4.3700000000000045,-1.0,0
4.3799999999999955,-1.0,0
4.390000000000001,-1.0,0
4.400000000000006,-1.0,0
4.409999999999997,-1.0,0
4.420000000000002,-1.0,0
4.430000000000007,-1.0,0
4.439999999999998,-1.0,0
4.450000000000003,-1.0,0
4.460000000000008,-1.0,0
4.469999999999999,-1.0,0
4.480000000000004,-1.0,0
4.490000000000009,-1.0,0
4.5,-1.0,0
4.510000000000005,-1.0,0
4.519999999999996,-1.0,0
4.530000000000001,-1.0,0
4.540000000000006,-1.0,0
4.549999999999997,-1.0,0
4.560000000000002,-1.0,0
4.570000000000007,-1.0,0
4.579999999999998,-1.0,0
4.590000000000003,-1.0,0
4.6000000000000085,-1.0,0
4.609999999999999,-1.0,0
4.6200000000000045,-1.0,0
4.6299999999999955,-1.0,0
4.640000000000001,-1.0,0
4.650000000000006,-1.0,0
4.659999999999997,-1.0,0
4.670000000000002,-1.0,0
4.680000000000007,-1.0,0
4.689999999999998,-1.0,0
4.700000000000003,-1.0,0
4.710000000000008,-1.0,0
4.719999999999999,-1.0,0
4.730000000000004,-1.0,0
4.740000000000009,-1.0,0
4.75,-1.0,0
4.760000000000005,-1.0,0
4.769999999999996,-1.0,0
4.780000000000001,-1.0,0
4.790000000000006,-1.0,0
4.799999999999997,-1.0,0
4.810000000000002,-1.0,0
4.820000000000007,-1.0,0
4.829999999999998,-1.0,0
4.840000000000003,-1.0,0
4.8500000000000085,-1.0,0
4.859999999999999,-1.0,0
4.8700000000000045,-1.0,0
4.8799999999999955,-1.0,0
4.890000000000001,-1.0,0
4.900000000000006,-1.0,0
4.909999999999997,-1.0,0
4.920000000000002,-1.0,0
4.930000000000007,-1.0,0
4.939999999999998,-1.0,0
4.950000000000003,-1.0,0
4.960000000000008,-1.0,0
4.969999999999999,-1.0,0
4.980000000000004,-1.0,0
4.990000000000009,-1.0,0
5.0,-1.0,0
5.010000000000005,-1.0,0
5.019999999999996,-1.0,0
5.030000000000001,-1.0,0
5.040000000000006,-1.0,0
5.049999999999997,-1.0,0
5.060000000000002,-1.0,0
5.070000000000007,-1.0,0
5.079999999999998,-1.0,0
5.090000000000003,-1.0,0
5.1000000000000085,-1.0,0
5.109999999999999,-1.0,0
5.1200000000000045,-1.0,0
5.1299999999999955,-1.0,0
5.140000000000001,-1.0,0
5.150000000000006,-1.0,0
5.159999999999997,-1.0,0
5.170000000000002,-1.0,0
5.180000000000007,-1.0,0
5.189999999999998,-1.0,0
5.200000000000003,-1.0,0
5.210000000000008,-1.0,0
5.219999999999999,-1.0,0
5.230000000000004,-1.0,0
5.240000000000009,-1.0,0
5.25,-1.0,0
5.260000000000005,-1.0,0
5.269999999999996,-1.0,0
5.280000000000001,-1.0,0
5.290000000000006,-1.0,0
5.299999999999997,-1.0,0
5.310000000000002,-1.0,0
5.320000000000007,-1.0,0
5.329999999999998,-1.0,0
5.340000000000003,-1.0,0
5.3500000000000085,-1.0,0
5.359999999999999,-1.0,0
5.3700000000000045,-1.0,0
5.3799999999999955,-1.0,0
5.390000000000001,-1.0,0
5.400000000000006,-1.0,0
5.409999999999997,-1.0,0
5.420000000000002,-1.0,0
5.430000000000007,-1.0,0
5.439999999999998,-1.0,0
5.450000000000003,-1.0,0
5.460000000000008,-1.0,0
5.469999999999999,-1.0,0
5.480000000000004,-1.0,0
5.490000000000009,-1.0,0
5.5,-1.0,0
5.510000000000005,-1.0,0
5.519999999999996,-1.0,0
5.530000000000001,-1.0,0
5.540000000000006,-1.0,0
5.549999999999997,-1.0,0
5.560000000000002,-1.0,0
5.570000000000007,-1.0,0
5.579999999999998,-1.0,0
5.590000000000003,-1.0,0
5.6000000000000085,-1.0,0
5.609999999999999,-1.0,0
5.6200000000000045,-1.0,0
5.6299999999999955,-1.0,0
5.640000000000001,-1.0,0
5.650000000000006,-1.0,0
5.659999999999997,-1.0,0
5.670000000000002,-1.0,0
5.680000000000007,-1.0,0
5.689999999999998,-1.0,0
5.700000000000003,-1.0,0
5.710000000000008,-1.0,0
5.719999999999999,-1.0,0
5.730000000000004,-1.0,0
5.740000000000009,-1.0,0
5.75,-1.0,0
5.760000000000005,-1.0,0
5.769999999999996,-1.0,0
5.780000000000001,-1.0,0
5.790000000000006,-1.0,0
5.799999999999997,-1.0,0
5.810000000000002,-1.0,0
5.820000000000007,-1.0,0
5.829999999999998,-1.0,0
5.840000000000003,-1.0,0
5.8500000000000085,-1.0,0
5.859999999999999,-1.0,0
5.8700000000000045,-1.0,0
5.8799999999999955,-1.0,0
5.890000000000001,-1.0,0
5.900000000000006,-1.0,0
5.909999999999997,-1.0,0
5.920000000000002,-1.0,0
5.930000000000007,-1.0,0
5.939999999999998,-1.0,0
5.950000000000003,-1.0,0
5.960000000000008,-1.0,0
5.969999999999999,-1.0,0
5.980000000000004,-1.0,0
5.990000000000009,-1.0,0
6.0,-1.0,0
6.010000000000005,-1.0,0
6.019999999999996,-1.0,0
6.030000000000001,-1.0,0
6.040000000000006,-1.0,0
6.049999999999997,-1.0,0
6.060000000000002,-1.0,0
6.070000000000007,-1.0,0
6.079999999999998,-1.0,0
6.090000000000003,-1.0,0
6.1000000000000085,-1.0,0
6.109999999999999,-1.0,0
6.1200000000000045,-1.0,0
6.1299999999999955,-1.0,0
6.140000000000001,-1.0,0
6.150000000000006,-1.0,0
6.159999999999997,-1.0,0
6.170000000000002,-1.0,0
6.180000000000007,-1.0,0
6.189999999999998,-1.0,0
6.200000000000003,-1.0,0
6.210000000000008,-1.0,0
6.219999999999999,-1.0,0
6.230000000000004,-1.0,0
6.240000000000009,-1.0,0
6.25,-1.0,0
6.260000000000005,-1.0,0
6.269999999999996,-1.0,0
6.280000000000001,-1.0,0
6.290000000000006,-1.0,0
6.299999999999997,-1.0,0
6.310000000000002,-1.0,0
6.320000000000007,-1.0,0
6.329999999999998,-1.0,0
6.340000000000003,-1.0,0
6.3500000000000085,-1.0,0
6.359999999999999,-1.0,0
6.3700000000000045,-1.0,0
6.3799999999999955,-1.0,0
6.390000000000001,-1.0,0
6.400000000000006,-1.0,0
6.409999999999997,-1.0,0
6.420000000000002,-1.0,0
6.430000000000007,-1.0,0
6.439999999999998,-1.0,0
6.450000000000003,-1.0,0
6.460000000000008,-1.0,0
6.469999999999999,-1.0,0
6.480000000000004,-1.0,0
6.490000000000009,-1.0,0
6.5,-1.0,0
6.510000000000005,-1.0,0
6.519999999999996,-1.0,0
6.530000000000001,-1.0,0
6.540000000000006,-1.0,0
6.549999999999997,-1.0,0
6.560000000000002,-1.0,0
6.570000000000007,-1.0,0
6.579999999999998,-1.0,0
6.590000000000003,-1.0,0
6.6000000000000085,-1.0,0
6.609999999999999,-1.0,0
6.6200000000000045,-1.0,0
6.6299999999999955,-1.0,0
6.640000000000001,-1.0,0
6.650000000000006,-1.0,0
6.659999999999997,-1.0,0
6.670000000000002,-1.0,0
6.680000000000007,-1.0,0
6.689999999999998,-1.0,0
6.700000000000003,-1.0,0
6.710000000000008,-1.0,0
6.719999999999999,-1.0,0
6.730000000000004,-1.0,0
6.740000000000009,-1.0,0
6.75,-1.0,0
6.760000000000005,-1.0,0
6.769999999999996,-1.0,0
6.780000000000001,-1.0,0
6.790000000000006,-1.0,0
6.799999999999997,-1.0,0
6.810000000000002,-1.0,0
6.820000000000007,-1.0,0
6.829999999999998,-1.0,0
6.840000000000003,-1.0,0
6.8500000000000085,-1.0,0
6.859999999999999,-1.0,0
6.8700000000000045,-1.0,0
6.8799999999999955,-1.0,0
6.890000000000001,-1.0,0
6.900000000000006,-1.0,0
6.909999999999997,-1.0,0
6.920000000000002,-1.0,0
6.930000000000007,-1.0,0
6.939999999999998,-1.0,0
6.950000000000003,-1.0,0
6.960000000000008,-1.0,0
6.969999999999999,-1.0,0
6.980000000000004,-1.0,0
6.990000000000009,-1.0,0
7.0,-1.0,0
7.010000000000005,-1.0,0
7.019999999999996,-1.0,0
7.030000000000001,-1.0,0
7.040000000000006,-1.0,0
7.049999999999997,-1.0,0
7.060000000000002,-1.0,0
7.070000000000007,-1.0,0
7.079999999999998,-1.0,0
7.090000000000003,-1.0,0
7.1000000000000085,-1.0,0
7.109999999999999,-1.0,0
7.1200000000000045,-1.0,0
7.1299999999999955,-1.0,0
7.140000000000001,-1.0,0
7.150000000000006,-1.0,0
7.159999999999997,-1.0,0
7.170000000000002,-1.0,0
7.180000000000007,-1.0,0
7.189999999999998,-1.0,0
7.200000000000003,-1.0,0
7.210000000000008,-1.0,0
7.219999999999999,-1.0,0
7.230000000000004,-1.0,0
7.240000000000009,-1.0,0
7.25,-1.0,0
7.260000000000005,-1.0,0
7.269999999999996,-1.0,0
7.280000000000001,-1.0,0
7.290000000000006,-1.0,0
7.299999999999997,-1.0,0
7.310000000000002,-1.0,0
7.320000000000007,-1.0,0
7.329999999999998,-1.0,0
7.340000000000003,-1.0,0
7.3500000000000085,-1.0,0
7.359999999999999,-1.0,0
7.3700000000000045,-1.0,0
7.3799999999999955,-1.0,0
7.390000000000001,-1.0,0
7.400000000000006,-1.0,0
7.409999999999997,-1.0,0
7.420000000000002,-1.0,0
7.430000000000007,-1.0,0
7.439999999999998,-1.0,0
7.450000000000003,-1.0,0
7.460000000000008,-1.0,0
7.469999999999999,-1.0,0
7.480000000000004,-1.0,0
7.490000000000009,-1.0,0
7.5,-1.0,0
7.510000000000005,-1.0,0
7.519999999999996,-1.0,0
7.530000000000001,-1.0,0
7.540000000000006,-1.0,0
7.549999999999997,-1.0,0
7.560000000000002,-1.0,0
7.570000000000007,-1.0,0
7.579999999999998,-1.0,0
7.590000000000003,-1.0,0
7.6000000000000085,-1.0,0
7.609999999999999,-1.0,0
7.6200000000000045,-1.0,0
7.6299999999999955,-1.0,0
7.640000000000001,-1.0,0
7.650000000000006,-1.0,0
7.659999999999997,-1.0,0
7.670000000000002,-1.0,0
7.680000000000007,-1.0,0
7.689999999999998,-1.0,0
7.700000000000003,-1.0,0
7.710000000000008,-1.0,0
7.719999999999999,-1.0,0
7.730000000000004,-1.0,0
7.740000000000009,-1.0,0
7.75,-1.0,0
7.760000000000005,-1.0,0
7.769999999999996,-1.0,0
7.780000000000001,-1.0,0
7.790000000000006,-1.0,0
7.799999999999997,-1.0,0
7.810000000000002,-1.0,0
7.820000000000007,-1.0,0
7.829999999999998,-1.0,0
7.840000000000003,-1.0,0
7.8500000000000085,-1.0,0
7.859999999999999,-1.0,0
7.8700000000000045,-1.0,0
7.8799999999999955,-1.0,0
7.890000000000001,-1.0,0
7.900000000000006,-1.0,0
7.909999999999997,-1.0,0
7.920000000000002,-1.0,0
7.930000000000007,-1.0,0
7.939999999999998,-1.0,0
7.950000000000003,-1.0,0
7.960000000000008,-1.0,0
7.969999999999999,-1.0,0
7.980000000000004,-1.0,0
7.990000000000009,-1.0,0
8.0,-1.0,0
8.010000000000005,-1.0,0
8.019999999999996,-1.0,0
8.030000000000001,-1.0,0
8.040000000000006,-1.0,0
8.049999999999997,-1.0,0
8.060000000000002,-1.0,0
8.070000000000007,-1.0,0
8.079999999999998,-1.0,0
8.090000000000003,-1.0,0
8.100000000000009,-1.0,0
8.11,-1.0,0
8.120000000000005,-1.0,0
8.129999999999995,-1.0,0
8.14,-1.0,0
8.150000000000006,-1.0,0
8.159999999999997,-1.0,0
8.170000000000002,-1.0,0
8.180000000000007,-1.0,0
8.189999999999998,-1.0,0
8.200000000000003,-1.0,0
8.210000000000008,-1.0,0
8.219999999999999,-1.0,0
8.230000000000004,-1.0,0
8.240000000000009,-1.0,0
8.25,-1.0,0
8.260000000000005,-1.0,0
8.269999999999996,-1.0,0
8.280000000000001,-1.0,0
8.290000000000006,-1.0,0
8.299999999999997,-1.0,0
8.310000000000002,-1.0,0
8.320000000000007,-1.0,0
8.329999999999998,-1.0,0
8.340000000000003,-1.0,0
8.350000000000009,-1.0,0
8.36,-1.0,0
8.370000000000005,-1.0,0
8.379999999999995,-1.0,0
8.39,-1.0,0
8.400000000000006,-1.0,0
8.409999999999997,-1.0,0
8.420000000000002,-1.0,0
8.430000000000007,-1.0,0
8.439999999999998,-1.0,0
8.450000000000003,-1.0,0
8.460000000000008,-1.0,0
8.469999999999999,-1.0,0
8.480000000000004,-1.0,0
8.490000000000009,-1.0,0
8.5,-1.0,0
8.510000000000005,-1.0,0
8.519999999999996,-1.0,0
8.530000000000001,-1.0,0
8.540000000000006,-1.0,0
8.549999999999997,-1.0,0
8.560000000000002,-1.0,0
8.570000000000007,-1.0,0
8.579999999999998,-1.0,0
8.590000000000003,-1.0,0
8.600000000000009,-1.0,0
8.61,-1.0,0
8.620000000000005,-1.0,0
8.629999999999995,-1.0,0
8.64,-1.0,0
8.650000000000006,-1.0,0
8.659999999999997,-1.0,0
8.670000000000002,-1.0,0
8.680000000000007,-1.0,0
8.689999999999998,-1.0,0
8.700000000000003,-1.0,0
8.710000000000008,-1.0,0
8.719999999999999,-1.0,0
8.730000000000004,-1.0,0
8.740000000000009,-1.0,0
8.75,-1.0,0
8.760000000000005,-1.0,0
8.769999999999996,-1.0,0
8.780000000000001,-1.0,0
8.790000000000006,-1.0,0
8.799999999999997,-1.0,0
8.810000000000002,-1.0,0
8.820000000000007,-1.0,0
8.829999999999998,-1.0,0
8.840000000000003,-1.0,0
8.850000000000009,-1.0,0
8.86,-1.0,0
8.870000000000005,-1.0,0
8.879999999999995,-1.0,0
8.89,-1.0,0
8.900000000000006,-1.0,0
8.909999999999997,-1.0,0
8.920000000000002,-1.0,0
8.930000000000007,-1.0,0
8.939999999999998,-1.0,0
8.950000000000003,-1.0,0
8.960000000000008,-1.0,0
8.969999999999999,-1.0,0
8.980000000000004,-1.0,0
8.990000000000009,-1.0,0
9.0,-1.0,0
9.010000000000005,-1.0,0
9.019999999999996,-1.0,0
9.030000000000001,-1.0,0
9.040000000000006,-1.0,0
9.049999999999997,-1.0,0
9.060000000000002,-1.0,0
9.070000000000007,-1.0,0
9.079999999999998,-1.0,0
9.090000000000003,-1.0,0
9.100000000000009,-1.0,0
9.11,-1.0,0
9.120000000000005,-1.0,0
9.129999999999995,-1.0,0
9.14,-1.0,0
9.150000000000006,-1.0,0
9.159999999999997,-1.0,0
9.170000000000002,-1.0,0
9.180000000000007,-1.0,0
9.189999999999998,-1.0,0
9.200000000000003,-1.0,0
9.210000000000008,-1.0,0
