time,x
0,0.010096978068510773
1,0.0018484018307743536
2,-0.02045079509079643
3,-0.016409871448059055
4,0.004240768781354259
5,0.010731418251533738
6,-0.014336825506959465
7,0.01872863299493583
8,-0.013785968541109585
9,0.0027306212605578534
10,0.008751674151199694
11,-0.0002627508135552255
12,-0.0072213257625851545
13,0.016799236699112298
14,0.010705838384081644
15,0.024545854630345885
16,-0.007826434209275491
17,0.014179052299688579
18,0.007257729937387847
19,0.02147658201144501
20,-0.008680250222012457
21,-0.07205575004315375
22,-0.02790972654878278
23,0.02920208816567726
24,0.004710986459566496
25,-0.005282174759246336
26,0.001032485974085035
27,-0.028295244489391358
28,-0.005387106060430865
29,-0.00367755995563398
30,-0.014202309664125523
31,0.023323346681265546
32,-0.00345514932849634
33,-0.015660782193961286
34,-0.010214672523303098
35,-0.007440576215982381
36,0.005410950860863448
37,-0.012907921619145583
38,-0.009683763629810941
39,-0.03102582102178771
40,0.022677180828001294
41,0.003624674078579121
42,-0.019277828606592592
43,0.019050140843189362
44,-0.02178109289347014
45,-0.018182254342561942
46,0.03938288602730314
47,-0.009364724775091017
48,-0.022326755194829042
49,0.020163932846971988
50,-0.023756306234680433
51,-0.008962709376613304
52,0.020689467573627024
53,0.014633819297298152
54,-0.01492253611941197
55,0.01720732561331915
56,0.025405853290099565
57,-0.03657327439912837
58,-0.016371262514663285
59,-0.028716420019678803
60,-0.00380299055814105
61,-0.028520443858436887
62,0.0007201499665296947
63,-0.016695858053006
64,0.014291955080248263
65,-0.03561554154464988
66,0.002329942122713688
67,0.007496111718276692
68,-0.001515059243375622
69,-0.010117443597854277
70,0.06358241465499491
71,0.01786208032033492
72,-0.023667971296387598
73,0.019294975380266702
74,-0.005776775562648084
75,-0.020001765635245503
76,0.002004890679592895
77,0.018563157406494418
78,0.02089127716425346
79,-0.002346385412730767
80,0.03573344604016814
81,-0.006553111292044886
82,0.017006480564287732
83,-0.004245238910412646
84,0.022919642309992397
85,0.021829869853578987
86,0.02361343413366314
87,-0.0158227326555055
88,-0.026524328859166574
89,0.013860841292353848
90,0.008696078028328322
91,-0.009956028597279794
92,-0.001060814785811957
93,0.011625033502132872
94,0.021892873148112828
95,0.00557838745233424
96,0.012696273794260575
97,-0.0011998255110202572
98,0.02576055197894311
99,0.0061006107552842815
100,0.008171500898202125
101,-0.021590233182033493
102,-0.013119754979876988
103,-0.0030471586153162054
104,-0.03228001488921475
105,-0.010195575163952725
106,-0.0024114216807719015
107,0.0076491986984188794
108,-0.007913400304429016
109,-0.02522847707831043
110,-0.04016193439342303
111,-0.010683361752540253
112,0.01188504356862269
113,-0.027750749339475245
114,-0.014772148603346575
115,-0.0024349332253863773
116,-0.016566933783112983
117,-0.014742701983839743
118,-0.011761238083223633
119,-0.007867265686106921
120,0.005978205840480857
121,0.001493830506804334
122,-0.0003803710951527817
123,0.0020508311571011805
124,0.00877595428836129
125,-0.02131567018043679
126,0.005960691528442061
127,-0.00011805461421123945
128,-0.020146000369049614
129,-0.016493988228771
130,-0.024568115806719325
131,0.01570444316306158
132,0.004463292255252437
133,0.04273253699544
134,0.03110530419081042
135,-0.04303821577455474
136,0.02054544827074384
137,-0.021252875570905168
138,-0.03701879276835297
139,-0.022646486805435684
140,0.022099978041519697
141,-0.010623601280463541
142,-0.0057726773720567
143,0.01148775354156315
144,0.015483804984922968
145,-0.021745259537711642
146,0.00110646794953019
147,-0.002137780314757685
148,-0.007208243329299249
149,0.012090902086008801
150,-0.030318067731548735
151,-0.029199416472998653
152,-0.01696790104683619
153,0.01607191584749753
154,-0.004002031827083407
155,-0.025925115944933592
156,0.01755027837378321
157,-0.010121808617742149
158,0.0002990242925471935
159,-0.03293363627778979
160,0.003285172723539657
161,0.010968678628053634
162,0.017028941401714914
163,0.02140004235703934
164,-0.015590127835055534
165,-0.001755188333298723
166,-0.016194788014093745
