ews,ktau
variance,0.34545454545454546
ac1,-0.16363636363636364
ac0,0.27524094128159016
ac2,0.018181818181818184
ac3,0.05454545454545454
ac4,0.4909090909090909
relaxation_time,-1.0
variance_rolling_avg,1.0
ac1_rolling_avg,-1.0
relaxation_time_rolling_avg,-1.0
