tau,time_249_fit,time_250_fit,time_251_fit,time_252_fit,time_253_fit,time_254_fit,time_255_fit,time_256_fit,time_257_fit,time_258_fit,time_259_fit,time_260_fit,time_261_fit,time_262_fit,time_263_fit,time_264_fit,time_265_fit,time_266_fit,time_267_fit,time_268_fit,time_269_fit,time_270_fit,time_271_fit,time_272_fit,time_273_fit,time_274_fit,time_275_fit,time_276_fit,time_277_fit,time_278_fit,time_279_fit,time_280_fit,time_281_fit,time_282_fit,time_283_fit,time_284_fit,time_285_fit,time_286_fit,time_287_fit,time_288_fit,time_289_fit,time_290_fit,time_291_fit,time_292_fit,time_293_fit,time_294_fit,time_295_fit,time_296_fit,time_297_fit,time_298_fit,time_299_fit,time_300_fit,time_301_fit,time_302_fit,time_303_fit,time_304_fit,time_305_fit,time_306_fit,time_307_fit,time_308_fit,time_309_fit,time_310_fit,time_311_fit,time_312_fit,time_313_fit,time_314_fit,time_315_fit,time_316_fit,time_317_fit,time_318_fit,time_319_fit,time_320_fit,time_321_fit,time_322_fit,time_323_fit,time_324_fit,time_325_fit,time_326_fit,time_327_fit,time_328_fit,time_329_fit,time_330_fit,time_331_fit,time_332_fit,time_333_fit,time_334_fit,time_335_fit,time_336_fit,time_337_fit,time_338_fit,time_339_fit,time_340_fit,time_341_fit,time_342_fit,time_343_fit,time_344_fit,time_345_fit,time_346_fit,time_347_fit,time_348_fit,time_349_fit,time_350_fit,time_351_fit,time_352_fit,time_353_fit,time_354_fit,time_355_fit,time_356_fit,time_357_fit,time_358_fit,time_359_fit,time_360_fit,time_361_fit,time_362_fit,time_363_fit,time_364_fit,time_365_fit,time_366_fit,time_367_fit,time_368_fit,time_369_fit,time_370_fit,time_371_fit,time_372_fit,time_373_fit,time_374_fit,time_375_fit,time_376_fit,time_377_fit,time_378_fit,time_379_fit,time_380_fit,time_381_fit,time_382_fit,time_383_fit,time_384_fit,time_385_fit,time_386_fit,time_387_fit,time_388_fit,time_389_fit,time_390_fit,time_391_fit,time_392_fit,time_393_fit,time_394_fit,time_395_fit,time_396_fit,time_397_fit,time_398_fit,time_399_fit,time_400_fit,time_401_fit,time_402_fit,time_403_fit,time_404_fit,time_405_fit,time_406_fit,time_407_fit,time_408_fit,time_409_fit,time_410_fit,time_411_fit,time_412_fit,time_413_fit,time_414_fit,time_415_fit,time_416_fit,time_417_fit,time_418_fit,time_419_fit,time_420_fit,time_421_fit,time_422_fit,time_423_fit,time_424_fit,time_425_fit,time_426_fit,time_427_fit,time_428_fit,time_429_fit,time_430_fit,time_431_fit,time_432_fit,time_433_fit,time_434_fit,time_435_fit,time_436_fit,time_437_fit,time_438_fit,time_439_fit,time_440_fit,time_441_fit,time_442_fit,time_443_fit,time_444_fit,time_445_fit,time_446_fit,time_447_fit,time_448_fit,time_449_fit,time_450_fit,time_451_fit,time_452_fit,time_453_fit,time_454_fit,time_455_fit,time_456_fit,time_457_fit,time_458_fit,time_459_fit,time_460_fit,time_461_fit,time_462_fit,time_463_fit,time_464_fit,time_465_fit,time_466_fit,time_467_fit,time_468_fit,time_469_fit,time_470_fit,time_471_fit,time_472_fit,time_473_fit,time_474_fit,time_475_fit,time_476_fit,time_477_fit,time_478_fit,time_479_fit,time_480_fit,time_481_fit,time_482_fit,time_483_fit,time_484_fit,time_485_fit,time_486_fit,time_487_fit,time_488_fit,time_489_fit,time_490_fit,time_491_fit,time_492_fit,time_493_fit,time_494_fit,time_495_fit,time_496_fit,time_497_fit,time_498_fit,time_499_fit,time_500_fit
0,0.9335597693753229,0.9323220813450402,0.9305783785137641,0.9297374652713479,0.9292076746276812,0.9285141947761467,0.9282779249690033,0.9283544898304293,0.9280705227745363,0.927635341257718,0.9275384925009705,0.9276959325306499,0.9279169133073479,0.9279885263025794,0.9277009521664346,0.9273379208709696,0.9270191501242167,0.9269334550473318,0.926869402956244,0.9267800364309257,0.9266646726657809,0.9265660745954513,0.9264332776268114,0.926203251723223,0.9260171518024803,0.9258053160065689,0.9254361854860584,0.9249445211539329,0.9244310779877384,0.9238780114314934,0.9234609386576927,0.9230165309452913,0.9226311220944959,0.9222797685020759,0.9218512849147451,0.92137461631117,0.92094760296459,0.9202939738581274,0.9197803808057234,0.9193886131569243,0.9189904830095432,0.9186162503984623,0.9183671071330662,0.9180970955753398,0.9177518473027132,0.9175319592462852,0.9174628874013303,0.9172981441500782,0.9169969043450288,0.9166304153883541,0.9162947588568917,0.916112669459796,0.9159470674366103,0.915791875357681,0.9155399320469327,0.9152215522708096,0.9149954727486338,0.9147944402808745,0.9145777332977838,0.9143780260301976,0.9142315916672427,0.9140266545376837,0.9138359287773625,0.9137534887488944,0.9137445164196026,0.9137217394660124,0.9136675899966932,0.9135308870209818,0.9134490453959094,0.9135043966901162,0.9135563050459787,0.9137382180775802,0.9139990511788667,0.9142649092807719,0.9144555023152823,0.9145923962175005,0.9147005090010664,0.9147667571147073,0.9148106394694332,0.9148946073189032,0.9149580838213297,0.9150206445089203,0.9150652069223304,0.9150415034455648,0.915039322647044,0.915085530259708,0.9151690098552395,0.9153123218332592,0.9154531682967061,0.915644593496265,0.9158359004521579,0.9160509543024307,0.9163065331442521,0.9165653464124021,0.9167835163521159,0.9169830295398702,0.9172432369681286,0.9175081422582596,0.9178158439004159,0.9181996493957634,0.9185319889741836,0.9189333567876445,0.9195779717490649,0.9204213357567411,0.92120161303527,0.9219440310943391,0.9225620708752065,0.9231560534827475,0.9238344258843433,0.9245159301852321,0.9252097205908335,0.9259324370577721,0.9266811113548522,0.9275023003235879,0.9284402107510331,0.9293692572659817,0.9301568997426312,0.9309021665894668,0.9316319930609629,0.9323194324001861,0.9330012598046317,0.9336573872381497,0.9343216733141932,0.934976010015254,0.9355913671045626,0.9361790752144798,0.9367672549473561,0.9373404384862877,0.9379356568642396,0.9385510591287093,0.9391368486755557,0.9397283519355919,0.9404059214692421,0.9410588683463983,0.9417599760619579,0.9424721773099652,0.9432082791272666,0.9439672199416062,0.9447233398061147,0.9452746665937102,0.9457976180552615,0.9463989059262591,0.9469944186374591,0.9475496405747557,0.9481637031397004,0.948689419292529,0.9492162099292357,0.9496810174770709,0.9502412817864323,0.9507898753689663,0.951349386851259,0.9518353396525283,0.9523775197886654,0.9529905832938858,0.9537152763294249,0.9544644188388781,0.9552354428372486,0.9559503461598419,0.9566944596009407,0.9574425714502361,0.9582139071757643,0.9589588787604709,0.9597019927851218,0.9603589514449119,0.9610604734452991,0.9617352390010592,0.9624290030536996,0.9631140664534098,0.9637791941347043,0.9643671366147643,0.9648374451886444,0.9652244832461211,0.9655012291529106,0.9656785583451664,0.9658213057303177,0.9659485328312808,0.9660923395709172,0.966172386417516,0.9662278902680849,0.9663674833696615,0.966672813728871,0.9670160164941348,0.967406611594148,0.9678233987685911,0.9682775971256208,0.9686032711409378,0.9689529828059754,0.9692726862400404,0.9696301087791858,0.969981309071769,0.9703120394348504,0.9706116720417435,0.97094048276912,0.9713093190055931,0.9717485177528016,0.9721590509597284,0.9725770847677394,0.9729935623222161,0.9733916425822585,0.9737731156791264,0.9741992246848602,0.974589140549468,0.9749398719416564,0.9751352400410077,0.975288302930613,0.9754924737288138,0.9757295984993479,0.9759937350043302,0.9762935587043233,0.9765763918521297,0.9768919181180955,0.977286222446096,0.9776847677429779,0.9781093746950946,0.9785264743476343,0.9788982707989475,0.9792530065276204,0.9794562228787808,0.9795845242619442,0.9796824937445162,0.9797865717244653,0.9798857658967534,0.9799922708526708,0.9801520955076236,0.9803262069005336,0.98049408295307,0.9806504768490144,0.9808013273888523,0.9809345148523889,0.9810317099868524,0.9811302799848147,0.9812202988407475,0.981346505433165,0.9815020610810298,0.9816605554120162,0.9818479760975254,0.9820788518095802,0.982309851586742,0.9825117832756183,0.9826580408765,0.9827755560744322,0.9828913770736186,0.9829560835349078,0.9830140026754728,0.9830640097051896,0.9831220159297137,0.9832512063780372,0.9833483903169192,0.9834062239552875,0.9834257834392607,0.9834577509758787,0.9834730167163819
1,-0.5314990523745006,-0.5328306291434087,-0.5355046532812713,-0.5375056787703199,-0.53875146568354,-0.5400287800238965,-0.5404437363623076,-0.5408237660030752,-0.5413885797388173,-0.5421270790309801,-0.542934402508701,-0.5434417628659962,-0.5440387996093732,-0.544964851973112,-0.5463924938143242,-0.5478112853980313,-0.5491130918176271,-0.5500484542132178,-0.5509453143215105,-0.5515462539762074,-0.5522627426976088,-0.5529379300464909,-0.5536529835007081,-0.5545712537425179,-0.5556575258212015,-0.5568302393649134,-0.5583157886734936,-0.5601451415932039,-0.5620216282448268,-0.5639200082309375,-0.5656422626492374,-0.5673995743568647,-0.5690239364583188,-0.5706314250986203,-0.5721596785344903,-0.5736574441056381,-0.5750181956784068,-0.5775286340317428,-0.5798353860294924,-0.5819405212738159,-0.5839345759438007,-0.5858760478072409,-0.5877660203201205,-0.589720920130625,-0.5917078065770058,-0.5935564036661152,-0.5951576323003105,-0.5966709096211327,-0.5982631507753591,-0.5997925303703966,-0.6011956305900774,-0.602399857143536,-0.6035928257474241,-0.6048187015749714,-0.6061667319436879,-0.6075080139098349,-0.6088469753457859,-0.6100954183041171,-0.6113219501861482,-0.6124896602913288,-0.6135158532399749,-0.6144032581165763,-0.6151727974290253,-0.6156816540652239,-0.6158918728943896,-0.6160038448356455,-0.6160596620411692,-0.6162568528148181,-0.6163538663532133,-0.6165046892375525,-0.6166257559067715,-0.6167058322386085,-0.616716394359326,-0.6167640944352369,-0.6167132784961914,-0.6167833586464868,-0.6169068579434022,-0.6169130018693509,-0.6169663507727768,-0.6170102656507508,-0.6170314789182827,-0.6170038488538843,-0.6170691295116913,-0.6173044550713499,-0.6175802240537587,-0.6178431467014374,-0.6180615905552959,-0.6182402305468192,-0.6184179778190202,-0.618595578666134,-0.6187952646765807,-0.6190333917319623,-0.6194116917565783,-0.6197916276138521,-0.6201762407941042,-0.6205555149101939,-0.6209876275136041,-0.6214142544887794,-0.621806950214938,-0.6221705309115957,-0.6226902171647941,-0.62298690356614,-0.6230934765355811,-0.6231306486738661,-0.6232206679889071,-0.6234514241491487,-0.6236726818609883,-0.6238946402239554,-0.624075900789088,-0.6242803385862654,-0.6245427819167686,-0.6249800642869792,-0.6253437678823904,-0.6256686921056346,-0.6261440400661646,-0.6266302763269627,-0.6271651756127605,-0.6277551810186677,-0.6283507935521648,-0.6289430282053133,-0.629597313014819,-0.6302369141456603,-0.6308548774079633,-0.6315391880716383,-0.6322795775825596,-0.6330301098862883,-0.6337620264897206,-0.6343920505069212,-0.6349186999335132,-0.6352896205991609,-0.635773007716624,-0.636132971143824,-0.636449568030168,-0.6367173810828147,-0.6370210076830874,-0.6374751281441171,-0.6380939415506505,-0.6386448924273562,-0.6394406756397073,-0.6404542513796972,-0.6414901251425813,-0.6424429450446848,-0.6432723660439261,-0.6440835599677436,-0.6449202688841889,-0.6458632083566045,-0.6467854013455018,-0.6477163383997363,-0.648619590466008,-0.6496000754367875,-0.6506098167612887,-0.6515993017711516,-0.6525616582751076,-0.6534634071925279,-0.6543494432012954,-0.6553544708193185,-0.6563322851764597,-0.6572527496428348,-0.6582331724876617,-0.6592482566037797,-0.6603008568993802,-0.6614072746343022,-0.6626170058496967,-0.6639802652371444,-0.6655784880587381,-0.6674701534746554,-0.6699777114459387,-0.6727561575996834,-0.6759438328574437,-0.6793617741863559,-0.6830192567498806,-0.6867790711724417,-0.690625986227557,-0.6944627921972149,-0.6984164648374722,-0.7025117693529435,-0.7066629376237581,-0.7109163599948441,-0.7151878452180197,-0.7192795546278996,-0.7233154096699346,-0.7272247914113175,-0.7311187754721656,-0.7350192710645758,-0.7388495338234302,-0.7425134342191171,-0.7461377675788726,-0.7496950310840539,-0.7532528018141508,-0.7567767714561249,-0.7602738922013029,-0.7637406379242027,-0.7671268922219073,-0.770505968251579,-0.7738538155169147,-0.7771353805513447,-0.7803682229191794,-0.7835399951780567,-0.7866139589568314,-0.7894974618096556,-0.7922162784742198,-0.7947609405708992,-0.7970744738631117,-0.7988834423483967,-0.8004949453656846,-0.8019499187540662,-0.8032954787489688,-0.8044693652528903,-0.8055360112757741,-0.8064492307089401,-0.807307898605501,-0.8080795166766538,-0.8087553783842786,-0.8093487919234397,-0.8098235849565316,-0.8102220153089226,-0.810757997629365,-0.8112856975652267,-0.8118439029454501,-0.8123764893516606,-0.8128912662086902,-0.8133824095071589,-0.813854266922442,-0.814287697937185,-0.8147463398525554,-0.8152274282888652,-0.815715285522773,-0.8162220784515801,-0.8167269494135757,-0.8171985719346765,-0.8176760682626623,-0.8181770394756973,-0.8186908989333623,-0.8192355296256137,-0.819812559861064,-0.8204898377393706,-0.8212870549893351,-0.8221775860039767,-0.8230583937687421,-0.8239834604819868,-0.82492100353555,-0.825800765599182,-0.8265440443792784,-0.8271989754138194,-0.827810791304157,-0.828406830881585,-0.8289832284291381,-0.8295087867705752,-0.8299831730066293,-0.8304193481925859,-0.8308582444654676,-0.8312705538675533
2,0.3025957758055671,0.3045175964767158,0.3081580663241823,0.31074616814115585,0.31236627688472596,0.3140836024853737,0.31464653453113667,0.31506321031223167,0.3158182347989726,0.31682899168134443,0.3178065037847167,0.31834671175206897,0.3189706009619556,0.32003271750500123,0.3218114162753126,0.3236114879542374,0.32526317020000145,0.32640239742657806,0.3274903005803048,0.3282367534012584,0.3291310718628065,0.3299714535928673,0.33087285781061226,0.33205376347507476,0.33342285874592176,0.3349083334373365,0.33683199854389223,0.3392231344416526,0.34168941107273765,0.3442075379523859,0.3464696295221946,0.3487936198180976,0.35094008050311415,0.35306013904971545,0.35511877360019833,0.35716510673512447,0.35902794501758833,0.3624269337853876,0.365531905124409,0.36834779706221765,0.3710371274640561,0.37366064800763404,0.37617733906153034,0.37879518987234684,0.3814954220938632,0.38397485862231967,0.3860784039871104,0.3881139154794392,0.3903162550273885,0.39247124407900574,0.39445405831143737,0.39611458282804385,0.39775693623144215,0.39944191646378335,0.4013348779815483,0.4032531642736789,0.40513275795141424,0.40688531001717915,0.40861975223457053,0.4102718714627096,0.4117137338148071,0.41299820055597825,0.4141198203959555,0.4148426285862963,0.415130041582837,0.4152913523476616,0.4153912334743682,0.41571939606734043,0.4158875533160155,0.41606590316261316,0.41620567965809263,0.4162309028917334,0.4161263740711877,0.41606972369066086,0.41591446156818085,0.4159467245480708,0.416064129879212,0.41604228500372875,0.4160942839565606,0.4161153261511242,0.4161150687755774,0.4160493555911191,0.41611713320079957,0.4164453621131356,0.4168185166501411,0.4171524314427702,0.4174093807876717,0.4175853132852424,0.41776117941820684,0.417913776440433,0.418096276196548,0.41831989615794263,0.41871451310971486,0.41910995562272335,0.41953041561644233,0.41995231610631706,0.42041807230940004,0.420874385628232,0.4212652090341924,0.4215817004390624,0.4221334816937294,0.4223512827651283,0.42219963116639503,0.42186310794009574,0.42162757371731696,0.42160008109410746,0.4216167414412299,0.42164542022087603,0.4215806631939371,0.42154594466241196,0.42158407738653064,0.421845120792313,0.4219950350100523,0.42205966728557104,0.4222742125669427,0.42250752339791064,0.42287076256728146,0.4233275863343976,0.4237990136646147,0.4242851955897843,0.4248577077360901,0.4254221873901697,0.42595380982410813,0.4265796574434858,0.4272992230199794,0.4280453714807065,0.42876638150949153,0.42935656803231315,0.42979681236664197,0.4300169906746423,0.43040300027742207,0.43061929135453464,0.43073745432496835,0.4308009169344862,0.43089085812124067,0.43117934808669467,0.43167971195119936,0.4320778200844518,0.43280859108072917,0.4339285316810772,0.4350926380017599,0.43610884908382064,0.43696069245173347,0.43780675381723544,0.4386606994555806,0.43970057578987454,0.44071240147157675,0.4417656532132286,0.4427374196429053,0.4438207315193856,0.444939724055699,0.44606628098474216,0.44713016529963073,0.4480783252482399,0.44895285253871625,0.44997956335066963,0.45095905077126397,0.45188662638010746,0.4528832638415185,0.45392619546551266,0.4550103253115082,0.456181795307663,0.45749753542454424,0.45906771833706156,0.46094365131724435,0.4632422601486785,0.4663929831812148,0.4699348325946026,0.47407131006622705,0.47858580275325324,0.4835169980368523,0.4886588568642975,0.4940068831100855,0.49941936224907796,0.5050474197058916,0.5109203744353172,0.5168993552239861,0.5230972008859683,0.5293716514493052,0.5353688804818821,0.5412226085554593,0.5468946617457,0.5525439431999355,0.5582147833206873,0.5637831911547131,0.5691971278875082,0.5745599405611845,0.5798601854885351,0.5851610612166749,0.5904351727804076,0.5957015554497075,0.6009610010045108,0.6060965416661666,0.6112156400590292,0.6162599858396959,0.6212351765983829,0.626145292624766,0.6309753196910862,0.6356758095685519,0.6400939111665492,0.644228219420483,0.6481140886723019,0.6516583588061279,0.6544884527315257,0.657028445466345,0.6592810190849728,0.6613344795227775,0.6630892560263378,0.6646446242288525,0.6659595369468209,0.6671628980270066,0.6681691507304468,0.669014475468896,0.6697057445054426,0.6702059228280646,0.67061076076421,0.6712550549636093,0.6719896894823799,0.6728265978336938,0.6736422919316076,0.6744246448645911,0.6751715017415415,0.6758816242617514,0.6764913915410622,0.6771333803284602,0.6778172060282458,0.6785204746685152,0.6792593594112112,0.6800075843990281,0.6807257086328274,0.6814529795368602,0.6822256619803816,0.6829950321170883,0.6837956634158836,0.6846487103924273,0.6856494999453057,0.6868210484832225,0.6881494488072281,0.6894829467537772,0.6909308374887656,0.6924212327708326,0.6938171606455322,0.6950209360748036,0.6960817883197233,0.6970763850922789,0.6980393749012874,0.6989192472473601,0.6997365675331318,0.7004959402265012,0.7012184401357937,0.7019370397063153,0.7026229718375134
3,-0.17227538436109155,-0.1740346021643546,-0.17733066045045387,-0.1796505317587047,-0.18110891041573335,-0.18267268893673586,-0.18318732373296231,-0.18354375811895268,-0.18423210456278408,-0.18516066408127366,-0.18602794993497676,-0.18648664090312986,-0.18701284605267743,-0.18794045139389884,-0.18953881837241218,-0.19116874355712546,-0.1926672874222646,-0.19368934541995786,-0.19466523116955212,-0.1953405820575951,-0.1961516758063733,-0.19691389262631168,-0.1977354973209886,-0.19881972080931803,-0.20007072264522022,-0.20143229278226907,-0.20321079493852937,-0.20543306796006963,-0.20773516137420808,-0.2100986442295616,-0.21222106640162072,-0.2144114918727375,-0.21643894432647234,-0.21844478993469613,-0.22040935091113192,-0.2223747199306309,-0.22416867200432655,-0.2274402940268034,-0.23043363148085602,-0.2331511462779685,-0.23576023004677796,-0.23831368493736774,-0.24075803216106642,-0.24331135452790917,-0.2459638954579759,-0.2483954197838388,-0.25044883226839304,-0.2524547601699371,-0.25464844147790383,-0.25681159672628856,-0.25880760970542366,-0.26046945540966226,-0.2621147461855808,-0.26380441645203045,-0.26571844972090525,-0.26767237760400864,-0.2695793166617974,-0.2713602668382124,-0.27312957086752604,-0.2748177143650912,-0.27628984274254303,-0.2776149237641457,-0.27877569743249986,-0.2795184903693045,-0.27981040018386294,-0.2799769981642974,-0.2800863089715264,-0.2804392608004418,-0.2806220037631146,-0.28079402930188846,-0.28092755795598856,-0.2809251274520726,-0.28077923788214193,-0.28068108460584296,-0.2804947540019897,-0.2805063969980283,-0.2806085844940106,-0.2805763250030851,-0.2806221975063382,-0.28063060583803395,-0.2806206107436458,-0.2805445486431276,-0.28060627288270673,-0.28094198608285675,-0.2813200116448362,-0.2816510177181031,-0.2818984286226402,-0.28205458858169286,-0.28221107614689317,-0.2823361992261614,-0.2824916513554501,-0.28268513113968197,-0.2830457445701639,-0.2834067887917939,-0.2837996009036696,-0.28419689063368114,-0.284629431720006,-0.2850517946738542,-0.2854010819294932,-0.28566304785390934,-0.28617227548270713,-0.28633122948853684,-0.2860767048118198,-0.28560380109632827,-0.2852437668545288,-0.28510100625904666,-0.2850223872770852,-0.28495974950100694,-0.2847894869106721,-0.2846493353670947,-0.28458119996259656,-0.2847343717104044,-0.2847710630845003,-0.28471036667938576,-0.2847835309271472,-0.2848770863326301,-0.2851237421776831,-0.2854715512835851,-0.28583651970543694,-0.2862229472681206,-0.28669765275589154,-0.2871682592080089,-0.2876044152169413,-0.2881376287989907,-0.28877198072973853,-0.28943779637744005,-0.29007829789203177,-0.29058854436334886,-0.2909432340548015,-0.29107135749278695,-0.29137245589132427,-0.2915003348329147,-0.29151524940552676,-0.2914785045069397,-0.29146123812737257,-0.2916437395098435,-0.29203752233945734,-0.29232402047303213,-0.29294864035023177,-0.29400065687949406,-0.29510291152378115,-0.2960432980332378,-0.296817735109828,-0.29759299196766437,-0.2983674394042243,-0.29934604394309927,-0.3002965441192623,-0.3012999376255814,-0.3022055232886627,-0.3032278615330462,-0.3042858452832076,-0.30536424224322,-0.3063701064652351,-0.3072462564045517,-0.3080290904146845,-0.30896502038067813,-0.3098492487198668,-0.31068949230286574,-0.31159664878723664,-0.31255143849949385,-0.313545551208687,-0.3146349282069567,-0.31587477090349403,-0.3173937254655115,-0.3192246346623551,-0.3215026027314407,-0.32467112120971664,-0.3282597184597231,-0.33248858278333776,-0.33714639136311875,-0.34228710988771144,-0.34769183921733887,-0.3533646364701532,-0.3591548779742905,-0.36521604084883197,-0.37158043523392964,-0.37809389626321027,-0.38489855765412345,-0.39183320470545374,-0.3984818369218059,-0.4049712035655966,-0.41128104346593514,-0.4175857868918274,-0.42393955721248794,-0.4301978577204486,-0.4363360384665844,-0.44243722760324655,-0.44849948415504476,-0.4545797463209549,-0.46065591123450733,-0.46675329352391093,-0.47287535426939836,-0.4788686481263685,-0.4848561517317008,-0.49075983413412677,-0.49660992704954554,-0.502401194668787,-0.5081168242966267,-0.5137001832595365,-0.5189633088538946,-0.5238847142815837,-0.5285260642449203,-0.5327715671833524,-0.5361922804404536,-0.5392743335246389,-0.5419932740949809,-0.5444612914874126,-0.5465557551956546,-0.5483956897428875,-0.5499442345063017,-0.5513464358179154,-0.552482775239667,-0.5534187225822133,-0.5541563645973979,-0.5546590483875915,-0.5550562487262002,-0.5557556633812949,-0.5566105061704474,-0.55761412891079,-0.5586005299599843,-0.5595442102879702,-0.5604455560332796,-0.561299471638989,-0.5620134063040523,-0.5627636386044073,-0.563568090136857,-0.5644004013598126,-0.565279094413886,-0.5661749195030481,-0.5670439307017127,-0.5679243668049878,-0.568864477256447,-0.5697903989214762,-0.5707473521321131,-0.5717695478115791,-0.5729689938275387,-0.5743706171598171,-0.5759700482657055,-0.5775856700610276,-0.5793628696305164,-0.581203729250443,-0.5829278349687026,-0.5844263289623753,-0.585747650120082,-0.5869885869545066,-0.5881880143287115,-0.5892617575610852,-0.5902665188747073,-0.5912102536925657,-0.592119273059666,-0.593020062078885,-0.593884912988795
4,0.09808070842281667,0.09946237294967315,0.1020455622365984,0.10386069683255057,0.10500633345922494,0.10624340468373039,0.10665172469307577,0.10692556300382729,0.10747152827713491,0.10821128249999416,0.10889140953657993,0.10924336879099833,0.10964585602324474,0.11036875712431017,0.11163358990122374,0.11293013342708644,0.11412507484271377,0.11493654098435539,0.11571198340575872,0.11625128083067908,0.11690017506972576,0.11751041093721076,0.1181702456934642,0.11904482264861425,0.12005263889325417,0.12115246031378195,0.12259710288233787,0.12440998601392732,0.12629568219771908,0.12824077174395282,0.129990559596093,0.1318036948928951,0.1334866526331184,0.13515580200599817,0.13680009501204068,0.13845281952724264,0.13996568848066013,0.14272969949200948,0.14526682287660347,0.14757644119030475,0.14980410842333888,0.15199195508344418,0.1540880431412377,0.1562860797206963,0.1585818187196414,0.16068834504156518,0.1624660093308296,0.1642131430761256,0.16613663384983846,0.16804338459973764,0.16980780760164066,0.1712745254593612,0.17272895557490586,0.1742250056170711,0.17592862817501603,0.17767622942583222,0.17938072531907426,0.18097579982771267,0.18256523840153105,0.18408470427082993,0.18541056790939087,0.1866110936871413,0.18766522550084563,0.1883378926717077,0.18860080506948904,0.18875211115754006,0.18885410704781763,0.18918092285874172,0.18935096366345847,0.1895019185476833,0.1896184907518496,0.189603719199319,0.18945441898904875,0.1893477625737677,0.18916703864056225,0.18916806916151588,0.18925250228754814,0.18921892555111625,0.18925714860699092,0.1892589193035884,0.1892455550957415,0.1891728534504098,0.1892252784100762,0.18952882352604425,0.1898690816038726,0.19016381016234413,0.19038078135655745,0.19051146773844052,0.19064263369540968,0.1907420474922693,0.19086879656401032,0.19102816791981542,0.19133536338227222,0.1916428060362728,0.19198182175834955,0.19232629407717078,0.19269845598272148,0.19306122781859936,0.1933551022484603,0.19356479852943778,0.19400160093050237,0.1941170213658608,0.19384166871461522,0.19335545029989645,0.19297600916374563,0.1927954652166622,0.19268153577448163,0.19258375625932211,0.1923832351331864,0.19220975827395625,0.19210037502886687,0.19218821893932422,0.1921694608761088,0.19205813579875677,0.19205922851487517,0.19207931178290139,0.19224679393735877,0.19250814079449644,0.19278599846382422,0.19308610433359616,0.19346605369060496,0.19384416596242568,0.19419077314142436,0.19462553284295803,0.19515424405692738,0.19571345365103293,0.19625003856809045,0.19667033976490828,0.19694879767990767,0.19702136657385294,0.1972521288128094,0.19732614611950217,0.19729220150856153,0.1972134116941127,0.19714888754227994,0.1972637863402116,0.1975675763604347,0.19777301442785333,0.1982837393979598,0.19919498243342484,0.20015445168130003,0.20096275160321647,0.20162172341270634,0.20228465663468687,0.20294302408927797,0.20379335156296471,0.2046187357307393,0.20549730779853392,0.20628068524191198,0.2071717914012948,0.20809532310521567,0.2090436430992315,0.2099224105638686,0.21067803719877065,0.21134050046717454,0.21214159840508412,0.21289417912351083,0.21361101433928545,0.21438741346249643,0.21520767623450546,0.21606281707003905,0.2170080855178174,0.21809269595462377,0.21944208433952866,0.22107771109136817,0.22313146371817574,0.2260139855204842,0.22929656473499357,0.23318993437048313,0.23750744078753508,0.24230888690774138,0.24739061486387295,0.25276280670740775,0.25828439208248916,0.26409947123572985,0.27024175734083306,0.2765625318482919,0.28321103503002615,0.2900292448403784,0.296595077049777,0.3030207406802419,0.3092955710602315,0.3155909888437033,0.32196343332288774,0.3282648360058618,0.3344871734882325,0.34069674293347574,0.3468970491875896,0.3531382374205988,0.3594024853838042,0.3657177575286875,0.3720892042938582,0.37834761691262186,0.38461955562748745,0.39081754508397576,0.3969856005169377,0.4031124459093966,0.40918035789369794,0.4151296530537921,0.4207553161156479,0.4260216885636945,0.43100405541016534,0.4355741608517464,0.4392776685425631,0.44262437768889573,0.44557131277934703,0.44824231475433224,0.45050223755341173,0.4524791468485967,0.4541396951131477,0.455635187730139,0.4568262641321246,0.4577961968459201,0.45854359014133933,0.45903303668229845,0.4594132055067433,0.46012965577909526,0.4610416802941814,0.46213023944364673,0.4632051102029905,0.4642323284755548,0.46521397965889033,0.46614242132464706,0.46690774312138694,0.46771126950150854,0.4685761727436428,0.46947413519207515,0.4704248092486556,0.47139774147898633,0.47234710731203117,0.4733093787777621,0.4743398138159692,0.4753491364303762,0.47638871872706806,0.4775009590206826,0.4788065446178115,0.4803312399716123,0.4820776897724876,0.4838483791811325,0.4858103249906899,0.4878501104636426,0.48976139544479147,0.49142999333717596,0.4929022930615816,0.494286721776174,0.49562410465581086,0.4968090667005033,0.49792247464324224,0.4989744322546817,0.49999431483976847,0.5010033295510118,0.5019751758945803
