omega,lambda=-0.125,lambda=-0.5,lambda=-0.75,lambda=-0.875
-4.29,0.17429416183032745,0.1894567818341993,0.16795777083962696,0.15183224375212148
-4.279999999999999,0.1747295062078825,0.19153166951302944,0.17041268964980438,0.154174631672559
-4.27,0.1751650111658314,0.19364263465222695,0.1729286255017488,0.1565791291496792
-4.26,0.1756006189305049,0.19579033872632393,0.1755075350835284,0.15904790739496677
-4.25,0.17603627091545643,0.1979754526706251,0.17815145246191638,0.16158323326725638
-4.24,0.1764719077251429,0.20019865671261566,0.1808624926662458,0.16418747434306302
-4.2299999999999995,0.1769074691591483,0.2024606401730879,0.18364285546017964,0.1668631043015897
-4.22,0.1773428942169612,0.20476210123462127,0.18649482931219186,0.16961270864679773
-4.21,0.17777812110331873,0.2071037466749087,0.18942079557621427,0.1724389907907255
-4.199999999999999,0.17821308723412851,0.20948629156226176,0.19242323289459032,0.17534477852418928
-4.1899999999999995,0.17864772924297972,0.21191045891047447,0.19550472183622142,0.17833303090314181
-4.18,0.1790819829882556,0.21437697929005844,0.19866794978356933,0.18140684558128856
-4.17,0.17951578356085682,0.21688659039268313,0.20191571608299924,0.18456946662209692
-4.16,0.17994906529254792,0.21944003654548191,0.20525093747382933,0.18782429282611554
-4.1499999999999995,0.18038176176493625,0.22203806817169378,0.20867665381237263,0.19117488661255022
-4.14,0.18081380581909348,0.22468144119391623,0.21219603410823273,0.19462498349735993
-4.13,0.18124512956583025,0.2273709163760502,0.21581238289115054,0.19817850221377678
-4.12,0.181675664396632,0.23010725859980444,0.21952914692777725,0.20183955552512323
-4.109999999999999,0.18210534099526585,0.2328912360714225,0.22334992230890025,0.20561246178417478
-4.1,0.18253408935006585,0.23572361945407427,0.22727846192884518,0.2095017572980977
-4.09,0.18296183876690644,0.23860518092113903,0.23131868338004646,0.21351220956325975
-4.08,0.18338851788286897,0.24153669312537557,0.23547467728709073,0.21764883143998007
-4.07,0.1838140546806105,0.2445189280787558,0.23975071610592993,0.22191689634365536
-4.06,0.18423837650344005,0.247552655937507,0.24415126341539548,0.22632195453568962
-4.05,0.18466141007110803,0.2506386436866803,0.24868098372964365,0.23086985060537138
-4.04,0.18508308149631514,0.25377765371834254,0.253344752861723,0.23556674224234753
-4.029999999999999,0.18550331630194333,0.2569704422972572,0.2581476688700427,0.24041912040871988
-4.02,0.18592203943901484,0.2602177579077133,0.2630950636211788,0.24543383103016572
-4.01,0.18633917530538113,0.2635203394749515,0.2681925150041388,0.2506180983369455
-4.0,0.1867546477651443,0.2668789144544327,0.27344585983289965,0.2559795499983303
-3.9899999999999998,0.18716838016881338,0.2702941967820218,0.27886120747576776,0.2615262442080435
-3.9799999999999995,0.1875802953741956,0.2737668846779878,0.28444495425181726,0.26726669889387117
-3.9699999999999998,0.1879903157680237,0.27729765829757896,0.29020379863634965,0.27320992324187454
-3.96,0.1883983632883176,0.28088717722081674,0.2961447573189576,0.27936545174482735
-3.9499999999999997,0.18880435944748009,0.2845360777740615,0.3022751821593204,0.2857433810058261
-3.9399999999999995,0.18920822535612272,0.2882449701758537,0.30860277808728537,0.29235440955175457
-3.9299999999999997,0.18960988174762036,0.2920144354995297,0.3151356219950469,0.29920988093772316
-3.92,0.19000924900338886,0.29584502244514455,0.3218821826702551,0.3063218304530647
-3.9099999999999997,0.190406247178881,0.2997372439133333,0.32885134181960296,0.3137030357723575
-3.8999999999999995,0.1908007960302953,0.3036915733739031,0.336052416232794,0.3213670719316844
-3.8899999999999997,0.19119281504199,0.3077084410221749,0.34349518113663713,0.32932837105140905
-3.88,0.1915822234545945,0.3117882297164091,0.3511898947882788,0.3376022872727329
-3.87,0.19196894029380876,0.3159312706900474,0.3591473243550837,0.34620516742680024
-3.86,0.1923528843998817,0.320137839033008,0.3673787731262775,0.3551544280129036
-3.8499999999999996,0.19273397445775603,0.3244081489368854,0.37589610909794635,0.3644686391271983
-3.84,0.19311212902786848,0.32874234869964236,0.3847117949681234,0.3741676160562378
-3.83,0.19348726657759197,0.3331405154862542,0.3938389195721922,0.384272519331642
-3.82,0.19385930551330535,0.3376026498427851,0.40329123078038615,0.39480596413457164
-3.8099999999999996,0.19422816421307498,0.3421286699625586,0.41308316986836124,0.4057921400427726
-3.8,0.19459376105993287,0.34671840570444157,0.4232299073582184,0.41725694223045245
-3.79,0.19495601447573235,0.35137159236479837,0.4337473803104124,0.42922811536391065
-3.78,0.19531484295556434,0.3560878642064211,0.444652331026076,0.44173541158588636
-3.7699999999999996,0.19567016510271293,0.3608667477496986,0.45596234709370353,0.45481076415135974
-3.76,0.19602189966413075,0.3657076548334727,0.46769590268298883,0.46848847846987196
-3.75,0.1963699655664118,0.3706098754554536,0.4798724009509237,0.48280544252747426
-3.7399999999999998,0.1967142819522387,0.3755725704047432,0.4925122173798872,0.4978013589088659
-3.7299999999999995,0.19705476821728063,0.3805947637019467,0.5056367438130298,0.5135190009212866
-3.7199999999999998,0.1973913440475171,0.3856753348655592,0.5192684328872623,0.5300044956411338
-3.71,0.19772392945696102,0.39081301102678295,0.5334308424867868,0.5473076370675175
-3.6999999999999997,0.1980524448257545,0.3960063589186829,0.5481486797483142,0.5654822329803595
-3.6899999999999995,0.19837681093860896,0.4012537767696103,0.5634478440405694,0.5845864895713341
-3.6799999999999997,0.1986969490235606,0.4065534861351173,0.5793554682127148,0.604683438452078
-3.67,0.19901278079101176,0.4119035237071349,0.59589995725586,0.6258414112549014
-3.6599999999999997,0.19932422847302575,0.41730173314397584,0.6131110233455157,0.6481345677371475
-3.6499999999999995,0.1996312148628453,0.42274575696974953,0.6310197160268456,0.6716434840931745
-3.6399999999999997,0.19993366335460053,0.4282330285969738,0.6496584460646271,0.696455809080661
-3.63,0.20023149798317302,0.4337607645315441,0.6690610012013201,0.722666996595179
-3.62,0.20052464346418228,0.4393259568246855,0.6892625517444981,0.7503811244944673
-3.61,0.20081302523405925,0.4449253658420648,0.7102996435338013,0.779711810798739
-3.5999999999999996,0.20109656949017013,0.45055551342575567,0.7322101754118399,0.810783239893355
-3.59,0.2013752032309556,0.45621267653021397,0.7550333578375285,0.8437313130536037
-3.58,0.20164885429604698,0.46189288141870044,0.7788096487285655,0.878704939515296
-3.57,0.20191745140632208,0.46759189851162203,0.8035806619973169,0.9158674864445424
-3.5599999999999996,0.2021809242038625,0.4733052379829258,0.8293890435471196,0.9553984085255776
-3.55,0.20243920329177337,0.47902814620486794,0.8562783087218196,0.9974950804887326
-3.54,0.20269222027382683,0.48475560314505295,0.884292634350292,1.042374858729455
-3.53,0.20293990779388874,0.4904823208224696,0.9134765976038416,1.0902774011903198
-3.5199999999999996,0.20318219957508984,0.4962027429312061,0.9438748528969261,1.141467277824372
-3.51,0.20341903045870038,0.5019110457414299,0.9755317370267951,1.1962369071139856
-3.5,0.20365033644266792,0.5076011403869548,1.0084907916913004,1.2549098570957808
-3.4899999999999998,0.20387605471977843,0.5132666766470888,1.0427941914843677,1.3178445518437296
-3.4799999999999995,0.20409612371539937,0.5189010483273697,1.0784820644995117,1.3854384259410515
-3.4699999999999998,0.20431048312476446,0.5244974003390389,1.115591691847004,1.4581325694573182
-3.46,0.20451907394975952,0.5300486375706127,1.1541565718080469,1.536416903357674
-3.4499999999999997,0.20472183853516918,0.5355474356364955,1.1942053341366268,1.620835918677616
-3.4399999999999995,0.20491872060434407,0.5409862535772202,1.235760490337846,1.7119950001447977
-3.4299999999999997,0.20510966529424832,0.5463573485734478,1.2788370067995072,1.8105673332855419
-3.42,0.2052946191898481,0.551652792721327,1.323440689671863,1.9173013592679982
-3.4099999999999997,0.20547353035780175,0.5568644919001705,1.3695663736606156,2.0330286879767385
-3.3999999999999995,0.20564634837941262,0.561984206744695,1.417195911739963,2.158672298972644
-3.3899999999999997,0.20581302438280666,0.5670035757133766,1.4662959695533408,2.295254740892432
-3.38,0.20597351107429693,0.5719141402219258,1.5168156373067296,2.4439058672842635
-3.37,0.20612776276889777,0.5767073717866682,1.5686838836092751,2.6058694005224
-3.36,0.2062757354199531,0.5813747010969978,1.6218068902505594,2.782507268678677
-3.3499999999999996,0.2064173866478427,0.5859075489092992,1.6760653244666843,2.975300179285391
-3.34,0.20655267576773234,0.5902973586272351,1.7313116257778658,3.1858422379352613
-3.33,0.20668156381633424,0.5945356304054035,1.7873674076104227,3.4158265428226633
-3.32,0.2068040135776444,0.5986139565856133,1.8440210988677563,3.6670175443948154
-3.3099999999999996,0.20691998960762684,0.6025240582478492,1.9010259760812371,3.941204524053273
-3.3,0.20702945825781244,0.60625782263197,1.9580987608285592,4.240128833456681
-3.2899999999999996,0.20713238769778466,0.6098073411618472,2.014918977152564,4.565375657154559
-3.28,0.20722874793652366,0.6131649477815533,2.0711292764948954,4.918219303642449
-3.2699999999999996,0.20731851084258152,0.6163232572939737,2.126336939407089,5.299409980401203
-3.26,0.20740165016306436,0.6192752033762935,2.1801167500114436,5.708890712425228
-3.25,0.2074781415413966,0.6220140759347936,2.2320154070833493,6.145437184872958
-3.2399999999999998,0.2075479625338451,0.624533557453689,2.281557581798581,6.606223167062248
-3.23,0.20761109262478225,0.6268277579897431,2.3282536553431905,7.0863325532793855
-3.2199999999999998,0.20766751324066868,0.6288912484664263,2.3716090708498854,7.578268143221075
-3.21,0.20771720776273755,0.63071909192863,2.4111351177373854,8.071546717999738
-3.1999999999999997,0.20776016153836416,0.6323068724315246,2.446360840202757,8.552513598960426
-3.19,0.20779636189110626,0.6336507212550274,2.4768456364110896,9.004542336971413
-3.1799999999999997,0.20782579812940294,0.634747340158389,2.5021920044557633,9.408781105848322
-3.17,0.20784846155391895,0.6355940214173552,2.5220578100871176,9.74553799283465
-3.1599999999999997,0.20786434546352767,0.6361886644188399,2.5361674131488385,9.99624788293598
-3.15,0.2078734451599223,0.6365297886245159,2.5443210048213594,10.145756903345358
-3.1399999999999997,0.2078757579508514,0.6366165427546651,2.5464015807263665,10.18446968944891
-3.13,0.2078712831519734,0.6364487100862446,2.5423791031319483,10.109832445243766
-3.1199999999999997,0.20786002208732796,0.6360267098037373,2.5323115788211177,9.92674322641289
-3.11,0.20784197808842403,0.6353515943870937,2.5163429810094726,9.646770747959605
-3.0999999999999996,0.20781715649194496,0.6344250430670965,2.4946981530875743,9.286405672205241
-3.09,0.20778556463607428,0.6332493514239591,2.4676750268325565,8.864812457740458
-3.0799999999999996,0.20774721185544665,0.6318274172490226,2.435634648207263,8.401604405355247
-3.07,0.20770210947473075,0.6301627228312613,2.3989896152005334,7.915043796439311
-3.0599999999999996,0.20765027080085188,0.6282593138692089,2.358191586625904,7.420862589139108
-3.05,0.20759171111386485,0.6261217752441796,2.3137185182001083,6.931705061092245
-3.0399999999999996,0.20752644765648864,0.6237552039217392,2.2660622291436803,6.457069582366915
-3.03,0.20745449962231635,0.6211651792748036,2.2157168105326566,6.003580859225647
-3.0199999999999996,0.20737588814271538,0.6183577311431655,2.1631682698870307,5.5754347566988205
-3.01,0.20729063627243516,0.6153393059604445,2.1088856795396396,5.174896144895526
-2.9999999999999996,0.20719876897393996,0.6121167312903324,2.0533139721184495,4.802773678931318
-2.9899999999999998,0.20710031310048735,0.6086971791195738,1.9968684150425935,4.458831876953775
-2.98,0.20699529737797373,0.6050881282555198,1.9399307038704623,4.142126399226201
-2.9699999999999998,0.20688375238556916,0.6012973261715715,1.8828465448325329,3.851263807004853
-2.96,0.20676571053516749,0.5973327506346927,1.8259245502080692,3.584594833746192
-2.9499999999999997,0.20664120604967504,0.5932025714358671,1.7694362444676153,3.3403530110976747
-2.94,0.2065102749401678,0.5889151125273434,1.713616971035,3.116750489195748
-2.9299999999999997,0.20637295498194322,0.5844788148502935,1.6586674952159293,2.912041527578202
-2.92,0.20622928568949744,0.5799022001136444,1.6047561143242246,2.724562290265355
-2.9099999999999997,0.20607930829045826,0.5751938357599092,1.552021107683509,2.5527537320386027
-2.9,0.20592306569850624,0.570362301327384,1.50057338393705,2.395172732643153
-2.8899999999999997,0.205760602485316,0.5654161563906606,1.4504992085791502,2.2504952949650363
-2.88,0.2055919648515527,0.5603639102335602,1.4018629191070353,2.11751456997217
-2.8699999999999997,0.2054172005969575,0.555213993380763,1.3547095575572168,1.9951356697897227
-2.86,0.20523635908955862,0.54997473108712,1.309067369798488,1.8823686348626807
-2.8499999999999996,0.20504949123404376,0.5446543188571759,1.2649501375471737,1.7783204870688714
-2.84,0.2048566494393315,0.5392608000422374,1.2223593226626632,1.6821869891772194
-2.8299999999999996,0.20465788758537948,0.5338020455386108,1.1812860140653463,1.5932445107662065
-2.82,0.20445326098926742,0.5282857355886543,1.1417126758929796,1.5108422471265384
-2.8099999999999996,0.2042428263705946,0.522719343666221,1.1036147016221836,1.4343949321954508
-2.8,0.20402664181623034,0.517110122410006,1.06696178318632,1.3633761154055573
-2.7899999999999996,0.2038047667444583,0.511465091552338,1.0317191069592568,1.2973120253743686
-2.78,0.20357726186855332,0.5057910277770912,0.9978483901551025,1.2357760133030582
-2.7699999999999996,0.20334418915983238,0.5000944564286123,0.9653087719853177,1.1783835505578197
-2.76,0.2031056118102194,0.494381644983827,0.9340575740439973,1.124787744455534
-2.7499999999999996,0.2028615941943646,0.48865859819189594,0.9040509440459045,1.0746753311461734
-2.7399999999999998,0.20261220183135908,0.48293105477987447,0.8752443963700481,1.027763102845945
-2.73,0.20235750134608535,0.4772044856186103,0.8475932619814249,0.9837947272577174
-2.7199999999999998,0.20209756043024374,0.47148409324051554,0.821053059304975,0.9425379189483334
-2.71,0.20183244780309562,0.46577481259966663,0.795579796575724,0.9037819251454601
-2.6999999999999997,0.20156223317196317,0.46008131296481125,0.7711302151360786,0.8673352914763087
-2.69,0.2012869871925258,0.45440800083712407,0.7476619821292587,0.8330238763399123
-2.6799999999999997,0.20100678142895181,0.44875902378678817,0.725133840069176,0.8006890857208765
-2.67,0.20072168831390616,0.44313827510558085,0.7035057198657817,0.770186303217789
-2.6599999999999997,0.2004317811084708,0.4375493991764053,0.682738823058015,0.7413834928187765
-2.65,0.20013713386201723,0.431995797465085,0.6627956782569948,0.7141599544848093
-2.6399999999999997,0.19983782137206832,0.4264806350445059,0.643640176128931,0.6884052148909281
-2.63,0.19953391914418633,0.4210068475663401,0.6252375866478698,0.6640180377320493
-2.6199999999999997,0.19922550335192354,0.41557714860090944,0.607554561818086,0.6409055398350384
-2.61,0.19891265079687076,0.4101940372712578,0.5905591265998533,0.6189824009486657
-2.5999999999999996,0.19859543886883943,0.4048598061130192,0.5742206603645325,0.5981701565252585
-2.59,0.19827394550621033,0.39957654909721113,0.5585098708500967,0.5783965640807706
-2.5799999999999996,0.1979482491564831,0.39434616975851483,0.543398762280453,0.5595950348409383
-2.57,0.19761842873705823,0.38917038937693416,0.5288605990462967,0.5417041233671943
-2.5599999999999996,0.19728456359628402,0.3840507551658717,0.5148698661165343,0.5246670687221722
-2.55,0.19694673347479788,0.3789886484246078,0.5014022271532368,0.5084313814952495
-2.5399999999999996,0.1966050184671932,0.3739852926178861,0.4884344811353751,0.49294847167617095
-2.53,0.19625949898403894,0.36904176134978356,0.4759445181536795,0.4781733129507511
-2.5199999999999996,0.19591025571428097,0.36415898620323983,0.46391127491745493,0.4640641395069675
-2.51,0.19555736958805126,0.3593377644205692,0.4523146904112784,0.45058217189138805
-2.4999999999999996,0.19520092173991077,0.3545787664039275,0.4411356620525253,0.43769136885253335
-2.4899999999999998,0.19484099347255066,0.34988254301810606,0.43035600262747253,0.42535820245644546
-2.48,0.19447766622097565,0.34524953268112646,0.4199583982222521,0.4135514540663161
-2.4699999999999998,0.19411102151719184,0.3406800682309746,0.40992636731357307,0.4022420290478732
-2.46,0.19374114095542058,0.33617438355939705,0.4002442211413154,0.3914027882998762
-2.4499999999999997,0.1933681061578589,0.33173262000603243,0.39089702544961646,0.3810083949185421
-2.44,0.19299199874100587,0.32735483250826586,0.38187056365380945,0.37103517448956114
-2.4299999999999997,0.1926129002825723,0.32304099550407694,0.37315130146654085,0.3614609876645418
-2.42,0.19223089228899257,0.318791008586838,0.36472635299684375,0.352265113823005
-2.4099999999999997,0.19184605616355324,0.31460470191249124,0.3565834483201154,0.3434281447486371
-2.4,0.1914584731751537,0.3104818413608452,0.3487109025043148,0.3349318873615822
-2.3899999999999997,0.1910682244277133,0.30642213345384306,0.34109758606765417,0.3267592746487043
-2.38,0.19067539083023774,0.30242523003464383,0.33373289683530816,0.31889428402270287
-2.3699999999999997,0.1902800530675556,0.29849073271217197,0.32660673315668143,0.3113218624199178
-2.36,0.18988229157173717,0.29461819707649683,0.3197094684403992,0.30402785751690387
-2.3499999999999996,0.18948218649420404,0.2908071366909732,0.31303192696102117,0.2969989545083494
-2.34,0.1890798176785391,0.2870570268675528,0.3065653608894086,0.2902226179446315
-2.3299999999999996,0.1886752646340042,0.2833673082320362,0.3003014284974185,0.28368703817694524
-2.32,0.18826860650977198,0.27973739008633197,0.29423217348707564,0.27738108200232586
-2.3099999999999996,0.1878599220698784,0.2761666535749863,0.28835000539438305,0.2712942471404951
-2.3,0.18744928966889973,0.27265445466339255,0.28264768101841403,0.2654166202099395
-2.2899999999999996,0.18703678722835887,0.2692001269351596,0.27711828682714545,0.25973883790236535
-2.28,0.18662249221386343,0.2658029842161496,0.27175522229260723,0.2542520510831573
-2.2699999999999996,0.18620648161297768,0.262462323032665,0.26655218410922404,0.24894789157098515
-2.26,0.18578883191382983,0.2591774249112101,0.26150315125070894,0.24381844137266054
-2.2499999999999996,0.18536961908445473,0.25594755852714657,0.2566023708224343,0.23885620416994513
-2.2399999999999998,0.1849489185528721,0.25277198170944487,0.25184434466787553,0.23405407887358773
-2.2299999999999995,0.18452680518789813,0.24964994330857418,0.24722381668940918,0.22940533507655805
-2.2199999999999998,0.1841033532806899,0.24658068493441024,0.24273576084547516,0.22490359025353018
-2.21,0.18367863652701846,0.24356344257084528,0.23837536978782095,0.22054278856724815
-2.1999999999999997,0.1832527280102681,0.2405974480735908,0.2341380441042551,0.2163171811546959
-2.19,0.18282570018515742,0.23768193055744777,0.2300193821340031,0.21222130777708742
-2.1799999999999997,0.18239762486217748,0.23481611767910263,0.22601517032439383,0.20824997972773313
-2.17,0.18196857319274173,0.23199923682128604,0.22212137409919447,0.20439826390094207
-2.1599999999999997,0.18153861565504148,0.22923051618390108,0.21833412921044199,0.2006614679333492
-2.15,0.18110782204060086,0.22650918578750473,0.21464973354710795,0.19703512633654596
-2.1399999999999997,0.18067626144152368,0.22383447839429413,0.21106463937534553,0.19351498754666877
-2.13,0.18024400223842493,0.2212056303515296,0.20757544598644165,0.19009700182277953
-2.1199999999999997,0.1798111120890385,0.21862188236209615,0.20417889272989007,0.18677730993146913
-2.11,0.17937765791749313,0.21608248018669465,0.20087185241025357,0.18355223256023012
-2.0999999999999996,0.17894370590424688,0.21358667528192973,0.19765132502765775,0.1804182604067846
-2.09,0.17850932147667112,0.211133725378361,0.1945144318428934,0.17737204489580005
-2.0799999999999996,0.1780745693002744,0.2087228950023724,0.19145840974916403,0.17441038947828355
-2.07,0.17763951327055544,0.2063534559455236,0.18848060593353616,0.1715302414724824
-2.0599999999999996,0.17720421650547558,0.2040246876848488,0.18557847281210207,0.16872868440833552
-2.05,0.17676874133853923,0.2017358777573915,0.18274956322377947,0.16600293084047696
-2.0399999999999996,0.17633314931247138,0.19948632209207723,0.17999152586852432,0.16335031559748134
-2.03,0.17589750117348127,0.1972753253018636,0.17730210097655164,0.1607682894375199
-2.0199999999999996,0.17546185686609997,0.1951022009389342,0.174679116195917,0.1582544130828506
-2.01,0.17502627552858077,0.192966271715555,0.1721204826865424,0.1558063516076489
-1.9999999999999996,0.1745908154888497,0.1908668696930514,0.1696241914094436,0.1534218691555816
-1.9899999999999998,0.17415553426099487,0.18880333644122976,0.16718830960056769,0.15109882396528326
-1.9799999999999995,0.17372048854228142,0.18677502317042285,0.1648109774192467,0.1488351636834915
-1.9699999999999998,0.17328573421068055,0.18478129083821346,0.16249040476185228,0.14662892094708396
-1.96,0.17285132632289937,0.18282151023276205,0.16022486823176665,0.1444782092166094
-1.9499999999999997,0.17241731911289962,0.18089506203455016,0.15801270825729755,0.14238121884516325
-1.94,0.17198376599089188,0.17900133685823671,0.15585232634963914,0.14033621336760646
-1.9299999999999997,0.1715507195427933,0.1771397352762179,0.15374218249342775,0.1383415259961879
-1.92,0.17111823153013558,0.17530966782538435,0.15168079266287002,0.1363955563096145
-1.9099999999999997,0.17068635289041045,0.1735105549984684,0.14966672645681106,0.1344967671235111
-1.9,0.17025513373784013,0.17174182722129036,0.14769860484649275,0.13264368153105338
-1.8899999999999997,0.1698246233645601,0.17000292481712187,0.1457750980300967,0.13083488010332198
-1.88,0.16939487024220096,0.1682932979593093,0.1438949233885066,0.12906899823964613
-1.8699999999999997,0.168965922023857,0.16661240661321952,0.14205684353702824,0.12734472365885724
-1.8599999999999999,0.1685378255464293,0.16495972046850357,0.14025966446810761,0.12566079402299124
-1.8499999999999996,0.16811062683332978,0.16333471886260167,0.13850223378035692,0.12401599468553665
-1.8399999999999999,0.1676843710975351,0.1617368906963552,0.13678343898946516,0.12240915655685612
-1.8299999999999996,0.16725910274497643,0.16016573434252473,0.13510220591680888,0.12083915407988868
-1.8199999999999998,0.1668348653782547,0.15862075754796506,0.133457497151816,0.11930490330969679
-1.8099999999999996,0.1664117018006674,0.15710147733014723,0.13184831058434648,0.1178053600908347
-1.7999999999999998,0.1659896540205361,0.15560741986867618,0.13027367800356424,0.11633951832690828
-1.7899999999999996,0.1655687632558227,0.15413812039239833,0.12873266375996242,0.1149064083370528
-1.7799999999999998,0.16514906993902193,0.15269312306265695,0.1272243634873901,0.11350509529439488
-1.7699999999999996,0.16473061372231929,0.15127198085320653,0.12574790288209545,0.11213467774187277
-1.7599999999999998,0.16431343348300312,0.14987425542726326,0.12430243653596555,0.11079428618108315
-1.7499999999999996,0.16389756732911845,0.14849951701212963,0.1228871468212916,0.1094830817300895
-1.7399999999999998,0.16348305260535323,0.14714734427180062,0.12150124282453391,0.1082002548463823
-1.7299999999999995,0.1630699258991443,0.14581732417792412,0.12014395932669382,0.10694502411141243
-1.7199999999999998,0.16265822304699387,0.1445090518794626,0.11881455582802998,0.10571663507334113
-1.71,0.16224797914098504,0.1432221305713718,0.1175123156149722,0.1045143591448507
-1.6999999999999997,0.16183922853548652,0.14195617136258962,0.116236544867204,0.10333749255305366
-1.69,0.1614320048540361,0.14071079314360285,0.11498657180298796,0.10218535533871344
-1.6799999999999997,0.16102634099639343,0.13948562245383664,0.11376174586091051,0.10105729040215629
-1.67,0.16062226914575176,0.13828029334909253,0.11256143691631812,0.09995266259341046
-1.6599999999999997,0.16021982077609967,0.1370944472692391,0.11138503453080532,0.09887085784425126
-1.65,0.15981902665972325,0.13592773290634366,0.1102319472332014,0.09781128233996954
-1.6399999999999997,0.15941991687483964,0.13477980607341375,0.10910160183058049,0.09677336172880387
-1.63,0.15902252081335305,0.13365032957390438,0.10799344274789836,0.09575654036710037
-1.6199999999999997,0.15862686718872474,0.13253897307212956,0.10690693139492677,0.09476028059837034
-1.6099999999999999,0.15823298404394853,0.13144541296470585,0.10584154555922799,0.09378406206452465
-1.5999999999999996,0.157840898759623,0.13036933225313999,0.10479677882397181,0.09282738104765738
-1.5899999999999999,0.1574506380621135,0.12931042041766433,0.10377214000946113,0.09188974984084694
-1.5799999999999996,0.15706222803179504,0.1282683732924093,0.10276715263728609,0.09097069614652434
-1.5699999999999998,0.1566756941113693,0.12724289294199573,0.10178135441608391,0.09006976250104332
-1.5599999999999996,0.15629106111424765,0.12623368753961667,0.10081429674792894,0.08918650572415861
-1.5499999999999998,0.15590835323299387,0.12524047124667406,0.09986554425442935,0.08832049639219343
-1.5399999999999996,0.15552759404781868,0.1242629640940226,0.09893467432164929,0.08747131833374046
-1.5299999999999998,0.1551488065351205,0.1233008918648707,0.09802127666302124,0.08663856814680654
-1.5199999999999996,0.15477201307606422,0.12235398597937763,0.09712495289945189,0.08582185473636764
-1.5099999999999998,0.15439723546519388,0.12142198338098237,0.09624531615586597,0.08502079887135805
-1.4999999999999996,0.15402449491907078,0.12050462642449186,0.09538199067346646,0.08423503276016849
-1.4899999999999998,0.15365381208493314,0.11960166276595278,0.09453461143702747,0.08346419964377823
-1.4799999999999995,0.15328520704937032,0.11871284525432438,0.0937028238165656,0.08270795340569119
-1.4699999999999998,0.15291869934700633,0.11783793182496699,0.09288628322277058,0.0819659581978908
-1.46,0.15255430796918773,0.11697668539495491,0.09208465477560145,0.08123788808206851
-1.4499999999999997,0.15219205137267053,0.11612887376022037,0.09129761298548701,0.08052342668542
-1.44,0.15183194748830073,0.11529426949453074,0.0905248414465918,0.07982226687033936
-1.4299999999999997,0.1514740137296847,0.1144726498502975,0.089766032541637,0.07913411041737597
-1.42,0.15111826700184366,0.11366379666121448,0.08902088715778844,0.07845866772085143
-1.4099999999999997,0.150764723709849,0.11286749624671767,0.08828911441314656,0.0777956574965638
-1.4,0.1504133997674336,0.1120835393182592,0.08757043139339517,0.07714480650103642
